Cust_ID	name	code	pop	Block	Ship_mode	Discount	Weight_gm	Cust_calls	Prior_purchases	Priority	Gender	Cust_rating	Cost	Timeliness
7690	Slovenia	SVN	5170690.237	D	Ship	36	2039	5	5	low	F	4	254	1
7691	Solomon Islands	SLB	5179709.257	D	Ship	10	4902	5	3	medium	F	2	174	1
7692	Somalia	SOM	5188728.276	F	Ship	7	4869	5	5	low	M	3	189	0
7693	South Africa	ZAF	5197747.296	C	Ship	7	4556	4	3	low	F	3	163	0
7694	Spain	ESP	5206766.315	F	Ship	9	5226	5	2	low	M	1	190	0
7695	Sri Lanka	LKA	5215785.335	D	Ship	8	1635	6	4	low	F	2	263	0
7696	Sudan	SDN	5224804.355	F	Road	56	3251	6	3	low	F	3	270	1
7697	Suriname	SUR	5233823.374	B	Ship	7	4966	3	3	medium	F	5	247	0
7698	Swaziland	SWZ	5242842.394	C	Ship	7	1223	6	5	medium	M	1	289	0
7699	Sweden	SWE	5251861.413	F	Road	9	1431	4	3	medium	M	1	140	1
7700	Switzerland	CHE	5260880.433	B	Ship	3	1488	4	5	low	M	1	225	0
7701	Syrian Arab Republic	SYR	5269899.453	F	Road	2	1190	6	5	low	F	1	277	1
7702	Taiwan	TWN	5278918.472	F	Ship	4	5299	4	3	low	M	1	152	0
7703	Tajikistan	TJK	5287937.492	B	Ship	9	5196	3	5	low	F	1	191	1
7704	Thailand	THA	5296956.511	B	Road	42	1247	2	3	high	M	1	115	1
7705	Macedonia	MKD	5305975.531	A	Ship	7	1623	5	5	low	M	1	275	1
7706	Timor-Leste	TLS	5314994.551	D	Ship	10	5255	3	2	medium	M	3	197	0
7707	Togo	TGO	5324013.57	A	Ship	2	5795	4	4	medium	F	2	156	1
7708	Tonga	TON	5333032.59	C	Ship	58	3665	4	2	low	F	3	187	1
7709	Trinidad and Tobago	TTO	5342051.609	D	Ship	7	5720	4	3	low	M	4	188	0
7710	Tunisia	TUN	5351070.629	A	Ship	4	5265	4	4	low	F	5	171	0
7711	Turkey	TUR	5360089.649	A	Ship	7	5800	4	2	low	F	5	167	0
7712	Turkmenistan	TKM	5369108.668	C	Ship	56	1550	3	3	low	M	4	148	1
7713	Turks and Caicos Islands	TCA	5378127.688	D	Ship	55	3461	3	2	medium	M	3	247	1
7714	Tuvalu	TUV	5387146.707	B	Ship	4	2207	5	3	medium	M	3	248	1
7715	Uganda	UGA	5396165.727	F	Ship	2	4622	4	5	low	M	3	275	1
7716	Ukraine	UKR	5405184.747	F	Flight	10	1699	5	5	low	M	3	247	1
7717	United Arab Emirates	ARE	5414203.766	A	Ship	5	5950	3	10	low	M	4	195	1
7718	United Kingdom	GBR	5423222.786	B	Ship	3	2791	3	3	high	M	2	203	1
7719	United Republic of Tanzania	TZA	5432241.805	A	Ship	1	5460	3	2	medium	F	4	226	0
7720	United States	USA	5441260.825	D	Ship	7	1969	6	4	low	M	4	296	0
7721	Uruguay	URY	5450279.845	F	Ship	4	1668	4	5	low	M	3	233	0
7722	Uzbekistan	UZB	5459298.864	F	Road	9	5050	3	2	low	M	1	252	0
7723	Vanuatu	VUT	5468317.884	A	Road	8	4811	5	3	low	F	3	269	0
7724	Venezuela	VEN	5477336.903	D	Ship	8	4965	4	2	high	F	3	150	1
7725	Viet Nam	VNM	5486355.923	A	Ship	3	5168	3	2	low	M	3	251	0
7726	Wallis and Futuna Islands	WLF	5495374.943	D	Ship	17	1242	3	2	low	M	4	169	1
7727	Western Sahara	ESH	5504393.962	F	Road	8	1967	6	4	high	F	2	278	0
7728	Yemen	YEM	5513412.982	B	Ship	8	1899	6	4	medium	M	5	253	1
7729	Zambia	ZMB	5522432.001	B	Road	1	5398	4	2	low	M	3	232	0
7730	Zimbabwe	ZWE	5531451.021	B	Ship	7	5477	3	3	high	F	2	221	0
7731	Afghanistan	AFG	5540470.041	F	Road	10	1711	5	6	medium	F	5	223	0
7732	Albania	ALB	5549489.06	B	Ship	7	4041	4	3	medium	M	2	227	0
7733	Algeria	DZA	5558508.08	F	Ship	3	1291	6	4	low	F	3	284	0
7734	Andorra	AND	5567527.099	F	Flight	6	4832	4	3	medium	F	3	235	1
7735	Angola	AGO	5576546.119	A	Ship	10	1113	5	5	medium	F	2	269	1
7736	Anguilla	AIA	5585565.139	B	Road	3	5916	4	3	medium	M	3	194	1
7737	Antarctica	ATA	5594584.158	F	Ship	3	4550	4	8	medium	F	3	211	0
7738	Antigua and Barbuda	ATG	5603603.178	A	Ship	4	5255	2	4	medium	M	5	247	1
7739	Argentina	ARG	5612622.197	C	Road	5	4823	4	5	low	M	4	170	1
7740	Armenia	ARM	5621641.217	F	Ship	6	5652	3	3	low	F	3	234	0
7741	Aruba	ABW	5630660.237	F	Ship	1	1589	7	4	low	F	3	307	1
7742	Australia	AUS	5639679.256	D	Flight	8	5032	3	3	low	M	2	220	1
7743	Austria	AUT	5648698.276	C	Ship	7	4944	5	2	low	F	1	153	1
7744	Azerbaijan	AZE	5657717.295	F	Ship	1	4585	4	3	low	F	5	136	1
7745	Bahamas	BHS	5666736.315	F	Ship	13	2652	5	2	medium	M	2	246	1
7746	Bahrain	BHR	5675755.335	A	Road	2	4473	4	3	medium	F	5	182	0
7747	Bangladesh	BGD	5684774.354	D	Ship	6	4741	5	2	medium	M	2	241	0
7748	Barbados	BRB	5693793.374	F	Ship	3	1357	7	4	medium	F	1	265	1
7749	Belarus	BLR	5702812.393	A	Ship	9	1511	6	4	low	F	4	265	0
7750	Belgium	BEL	5711831.413	D	Flight	6	4392	3	3	medium	F	1	230	0
7751	Belize	BLZ	5720850.433	A	Road	8	1569	6	4	low	M	5	308	1
7752	Benin	BEN	5729869.452	D	Ship	2	4290	4	2	low	F	4	266	0
7753	Bermuda	BMU	5738888.472	F	Ship	52	3578	4	2	low	M	3	216	1
7754	Bhutan	BTN	5747907.491	F	Ship	44	2548	3	3	low	M	4	272	1
7755	Bolivia	BOL	5756926.511	F	Ship	6	1003	7	4	low	M	4	310	1
7756	Bosnia and Herzegovina	BIH	5765945.531	F	Ship	6	1874	4	5	low	F	1	228	0
7757	Botswana	BWA	5774964.55	F	Ship	41	2036	3	2	low	M	2	208	1
7758	Brazil	BRA	5783983.57	B	Ship	8	5070	3	3	medium	F	3	265	0
7759	British Virgin Islands	VGB	5793002.589	F	Flight	6	4314	3	4	low	F	2	219	1
7760	Brunei Darussalam	BRN	5802021.609	F	Ship	7	5434	2	4	medium	F	1	149	0
7761	Bulgaria	BGR	5811040.629	F	Road	9	5539	5	4	medium	F	2	233	0
7762	Burkina Faso	BFA	5820059.648	C	Flight	4	5687	5	4	medium	F	1	158	1
7763	Myanmar	MMR	5829078.668	F	Ship	2	5975	4	3	low	M	4	193	1
7764	Burundi	BDI	5838097.687	C	Flight	6	4427	2	3	high	M	4	285	1
7765	Cambodia	KHM	5847116.707	C	Road	1	1657	6	4	low	F	3	298	0
7766	Cameroon	CMR	5856135.727	C	Ship	3	5881	4	4	low	M	5	183	0
7767	Canada	CAN	5865154.746	B	Flight	8	4636	5	3	medium	F	4	235	0
7768	Cayman Islands	CYM	5874173.766	A	Ship	8	5209	3	4	low	F	4	225	0
7769	Central African Republic	CAF	5883192.785	C	Ship	2	4316	4	4	medium	F	2	144	0
7770	Chad	TCD	5892211.805	A	Ship	7	5594	5	3	low	M	1	211	1
7771	Chile	CHL	5901230.824	C	Ship	8	4209	4	5	medium	F	2	149	0
7772	China	CHN	5910249.844	A	Ship	8	5541	4	3	medium	F	3	196	0
7773	Colombia	COL	5919268.864	A	Ship	31	3737	3	5	low	M	5	270	1
7774	Comoros	COM	5928287.883	D	Ship	8	4701	4	3	medium	F	3	156	1
7775	Congo	COG	5937306.903	F	Flight	5	4374	3	6	low	F	1	109	1
7776	Cook Islands	COK	5946325.922	C	Flight	9	4491	3	3	medium	M	2	229	1
7777	Costa Rica	CRI	5955344.942	F	Ship	4	1926	5	5	medium	F	2	254	0
7778	Cote d'Ivoire	CIV	5964363.962	A	Flight	21	2351	5	3	high	M	1	222	1
7779	Croatia	HRV	5973382.981	C	Road	24	3702	3	6	high	F	3	207	1
7780	Cuba	CUB	5982402.001	A	Ship	8	1941	6	4	medium	M	2	247	0
7781	Cyprus	CYP	5991421.02	C	Road	33	1444	3	2	low	M	5	180	1
7782	Czech Republic	CZE	6000440.04	C	Ship	6	5253	5	2	high	M	5	163	1
7783	Democratic Republic of the Congo	COD	6009459.06	F	Road	2	4693	4	3	low	F	3	143	0
7784	Denmark	DNK	6018478.079	F	Ship	3	4283	4	4	medium	M	2	265	1
7785	Djibouti	DJI	6027497.099	B	Road	1	3398	3	2	medium	F	4	261	1
7786	Dominica	DMA	6036516.118	C	Ship	7	1767	6	5	low	F	3	176	1
7787	Dominican Republic	DOM	6045535.138	C	Ship	4	5761	5	2	medium	M	1	262	0
7788	Ecuador	ECU	6054554.158	A	Ship	10	5163	5	3	low	F	5	230	0
7789	Egypt	EGY	6063573.177	A	Ship	24	1066	4	3	high	F	1	172	1
7790	El Salvador	SLV	6072592.197	C	Ship	1	5666	4	2	low	M	1	272	0
7791	Equatorial Guinea	GNQ	6081611.216	A	Ship	8	2599	3	4	medium	M	2	263	1
7792	Eritrea	ERI	6090630.236	A	Ship	3	1977	6	4	low	F	1	307	0
7793	Estonia	EST	6099649.256	F	Ship	14	1114	5	2	medium	M	5	141	1
7794	Ethiopia	ETH	6108668.275	D	Ship	1	5486	3	3	medium	M	1	271	1
7795	Falkland Islands (Malvinas)	FLK	6117687.295	C	Ship	1	4638	4	8	medium	M	1	240	0
7796	Fiji	FJI	6126706.314	F	Ship	4	3062	3	10	medium	M	3	190	1
7797	Finland	FIN	6135725.334	A	Ship	9	5656	5	3	low	M	2	176	0
7798	France	FRA	6144744.354	A	Flight	4	1647	7	4	low	M	1	302	0
7799	French Guiana	GUF	6153763.373	B	Flight	4	5189	3	3	high	M	5	230	1
7800	French Polynesia	PYF	6162782.393	A	Road	4	2087	3	3	low	M	1	274	1
7801	French Southern and Antarctic Lands	ATF	6171801.412	F	Road	17	1129	3	3	low	F	1	100	1
7802	Gabon	GAB	6180820.432	F	Ship	10	5173	4	2	low	F	4	106	1
7803	Gambia	GMB	6189839.452	D	Ship	10	3604	5	6	low	M	2	230	1
7804	Georgia	GEO	6198858.471	B	Road	32	1819	2	3	low	M	4	140	1
7805	Germany	DEU	6207877.491	B	Ship	4	1652	6	4	medium	M	3	284	1
7806	Ghana	GHA	6216896.51	C	Flight	3	5937	2	3	medium	M	1	156	0
7807	Gibraltar	GIB	6225915.53	A	Road	4	4401	6	4	medium	M	4	143	0
7808	Greece	GRC	6234934.55	B	Road	5	4023	3	2	medium	M	4	153	1
7809	Greenland	GRL	6243953.569	B	Ship	10	4583	3	4	low	F	1	146	0
7810	Grenada	GRD	6252972.589	F	Ship	2	1258	5	6	low	M	1	257	1
7811	Guadeloupe	GLP	6261991.608	F	Ship	6	5033	5	2	high	F	3	226	0
7812	Guatemala	GTM	6271010.628	C	Flight	10	4070	3	2	medium	F	2	207	1
7813	Guinea	GIN	6280029.648	A	Ship	9	1069	5	5	low	M	4	229	1
7814	Guinea-Bissau	GNB	6289048.667	F	Ship	2	5381	4	3	medium	F	4	184	0
7815	Guyana	GUY	6298067.687	F	Ship	3	4073	3	10	low	M	2	126	1
7816	Haiti	HTI	6307086.706	C	Ship	6	4013	5	3	low	M	2	252	1
7817	Holy See (Vatican City)	VAT	6316105.726	F	Flight	8	1549	5	5	low	F	4	235	0
7818	Honduras	HND	6325124.746	C	Ship	9	5643	3	2	medium	M	4	175	1
7819	Hong Kong	HKG	6334143.765	D	Flight	5	4358	2	4	low	F	1	177	0
7820	Hungary	HUN	6343162.785	A	Road	9	5769	4	4	medium	M	5	234	0
7821	Iceland	ISL	6352181.804	A	Road	10	4719	3	2	medium	M	1	232	0
7822	India	IND	6361200.824	B	Ship	2	4183	5	4	low	M	4	250	0
7823	Indonesia	IDN	6370219.844	F	Ship	57	3880	4	4	medium	F	1	186	1
7824	Iran (Islamic Republic of)	IRN	6379238.863	D	Ship	63	3151	5	6	high	M	4	285	1
7825	Iraq	IRQ	6388257.883	C	Ship	10	1995	5	4	low	F	4	263	0
7826	Ireland	IRL	6397276.902	C	Ship	62	1124	2	3	medium	M	3	159	1
7827	Isle of Man	IMN	6406295.922	F	Road	9	5131	4	2	medium	F	2	209	0
7828	Israel	ISR	6415314.942	A	Ship	6	4345	4	2	medium	F	3	214	0
7829	Italy	ITA	6424333.961	A	Ship	64	1785	5	2	medium	M	5	134	1
7830	Jamaica	JAM	6433352.981	B	Ship	9	5978	5	3	low	M	2	249	1
7831	Japan	JPN	6442372	D	Ship	4	5926	3	2	low	M	4	185	0
7832	Jordan	JOR	6451391.02	B	Road	9	4221	4	2	low	F	2	273	0
7833	Kazakhstan	KAZ	6460410.04	F	Ship	9	1417	5	6	low	M	5	239	1
7834	Kenya	KEN	6469429.059	D	Ship	1	5675	2	6	medium	F	5	270	0
7835	Kiribati	KIR	6478448.079	B	Ship	3	1220	5	5	low	F	5	221	0
7836	Korea	PRK	6487467.098	C	Ship	6	4894	4	3	low	F	3	220	1
7837	Korea	KOR	6496486.118	F	Ship	9	5425	4	2	medium	F	5	142	1
7838	Kuwait	KWT	6505505.138	B	Ship	16	2277	3	4	medium	F	2	191	1
7839	Kyrgyzstan	KGZ	6514524.157	C	Ship	7	5738	3	2	low	M	3	260	0
7840	Lao People's Democratic Republic	LAO	6523543.177	A	Road	10	2021	3	3	medium	M	4	195	1
7841	Latvia	LVA	6532562.196	A	Ship	5	5987	5	4	low	F	5	156	1
7842	Lebanon	LBN	6541581.216	F	Ship	27	1840	4	6	medium	F	5	171	1
7843	Lesotho	LSO	6550600.236	C	Ship	4	5757	5	4	high	F	4	193	1
7844	Liberia	LBR	6559619.255	D	Ship	13	1101	2	3	medium	F	5	171	1
7845	Libyan Arab Jamahiriya	LBY	6568638.275	F	Flight	12	1802	5	3	medium	M	2	143	1
7846	Liechtenstein	LIE	6577657.294	A	Flight	7	1933	3	3	low	M	2	141	1
7847	Lithuania	LTU	6586676.314	C	Road	7	5333	6	6	medium	M	2	191	1
7848	Luxembourg	LUX	6595695.334	A	Ship	6	4788	5	2	medium	M	5	271	1
7849	Macau	MAC	6604714.353	D	Ship	13	1569	4	4	low	F	1	177	1
7850	Madagascar	MDG	6613733.373	F	Ship	48	2953	4	3	medium	F	2	215	1
7851	Malawi	MWI	6622752.392	C	Ship	7	5235	4	8	low	M	4	184	1
7852	Malaysia	MYS	6631771.412	B	Ship	5	4120	4	3	medium	F	1	200	1
7853	Maldives	MDV	6640790.432	A	Road	61	3402	4	4	medium	M	1	274	1
7854	Mali	MLI	6649809.451	F	Ship	1	1826	4	6	medium	M	1	273	0
7855	Malta	MLT	6658828.471	A	Flight	7	4883	4	3	medium	M	1	172	0
7856	Marshall Islands	MHL	6667847.49	D	Flight	3	2371	3	3	low	F	4	250	1
7857	Martinique	MTQ	6676866.51	D	Road	4	4245	3	2	low	F	2	111	1
7858	Mauritania	MRT	6685885.53	D	Ship	6	1553	5	5	low	F	3	219	0
7859	Mauritius	MUS	6694904.549	B	Ship	9	1724	5	10	medium	M	5	133	1
7860	Mayotte	MYT	6703923.569	A	Ship	2	4867	4	3	medium	F	5	266	0
7861	Mexico	MEX	6712942.588	C	Ship	8	1136	4	3	medium	F	1	149	0
7862	Micronesia	 Federated States of	6721961.608	A	Ship	53	3169	6	5	low	F	4	209	1
7863	Monaco	MCO	6730980.628	B	Ship	5	4712	4	3	low	F	3	184	1
7864	Mongolia	MNG	6739999.647	F	Ship	5	4373	5	3	low	M	5	223	1
7865	Montenegro	MNE	6749018.667	F	Ship	6	4010	3	3	low	M	1	266	0
7866	Montserrat	MSR	6758037.686	D	Flight	1	4543	2	5	low	F	1	112	0
7867	Morocco	MAY	6767056.706	B	Road	1	1654	5	5	medium	F	1	249	1
7868	Mozambique	MOZ	6776075.726	D	Flight	56	3186	4	2	low	F	1	258	1
7869	Namibia	NAM	6785094.745	A	Ship	6	1851	6	4	low	F	4	248	0
7870	Nauru	NRU	6794113.765	F	Ship	6	5379	4	3	medium	F	3	151	1
7871	Nepal	NPL	6803132.784	A	Road	10	4576	6	5	high	M	3	232	1
7872	Netherlands	NLD	6812151.804	F	Ship	10	1040	5	5	low	F	1	229	1
7873	New Caledonia	NCL	6821170.824	A	Ship	5	5090	4	3	low	M	4	193	1
7874	New Zealand	NZL	6830189.843	F	Ship	5	1512	4	5	low	M	3	274	0
7875	Nicaragua	NIC	6839208.863	F	Ship	10	1171	6	4	medium	F	4	272	1
7876	Niger	NER	6848227.882	B	Flight	4	5068	4	3	low	F	3	256	1
7877	Nigeria	NGA	6857246.902	C	Ship	8	6064	2	3	medium	F	1	142	1
7878	Niue	NIU	6866265.922	D	Ship	4	4809	4	3	medium	F	5	209	0
7879	Norway	NOR	6875284.941	F	Ship	4	5231	5	2	medium	F	3	121	1
7880	Oman	OMN	6884303.961	B	Ship	2	4831	3	3	high	M	1	226	1
7881	Pakistan	PAK	6893322.98	D	Ship	8	5021	3	2	high	F	3	231	0
7882	Palau	PLW	6902342	B	Road	47	3512	3	3	medium	F	1	227	1
7883	Palestine	PSE	6911361.02	C	Flight	1	5826	4	2	medium	F	3	208	0
7884	Panama	PAN	6920380.039	F	Ship	4	1831	6	4	low	M	4	280	1
7885	Papua New Guinea	PNG	6929399.059	D	Ship	5	3357	5	4	high	F	2	281	1
7886	Paraguay	PRY	6938418.078	A	Road	9	4293	6	3	medium	F	3	233	1
7887	Peru	PER	6947437.098	A	Flight	5	1842	5	5	low	M	3	224	0
7888	Philippines	PHL	6956456.118	F	Ship	5	1916	5	5	low	F	1	262	1
7889	Poland	POL	6965475.137	A	Ship	2	1851	5	6	low	M	2	263	0
7890	Portugal	PRT	6974494.157	C	Flight	4	5068	3	7	medium	F	3	180	1
7891	Puerto Rico	PRI	6983513.176	A	Road	2	5709	4	4	low	M	2	223	0
7892	Qatar	QAT	6992532.196	D	Road	5	5335	4	3	low	M	5	139	0
7893	Republic of Moldova	MDA	7001551.216	C	Ship	3	5529	3	3	low	M	2	225	0
7894	Reunion	REU	7010570.235	F	Ship	5	4732	4	3	medium	F	4	151	0
7895	Romania	ROU	7019589.255	A	Ship	31	3632	4	3	low	M	1	253	1
7896	Russia	RUS	7028608.274	B	Ship	45	2224	3	5	low	M	1	197	1
7897	Rwanda	RWA	7037627.294	F	Road	9	1530	4	5	low	M	1	226	0
7898	Saint Barthelemy	BLM	7046646.314	A	Flight	7	5042	3	4	high	F	5	223	1
7899	Saint Kitts and Nevis	KNA	7055665.333	D	Ship	8	1495	4	2	low	F	2	141	1
7900	Saint Lucia	LCA	7064684.353	B	Ship	6	4376	4	2	medium	F	4	251	0
7901	Saint Martin	MAF	7073703.372	B	Ship	2	5272	4	3	medium	F	5	270	0
7902	Saint Pierre and Miquelon	SPM	7082722.392	B	Ship	47	2208	3	4	low	F	2	199	1
7903	Samoa	WSM	7091741.412	A	Ship	9	5453	4	2	low	F	5	164	0
7904	San Marino	SMR	7100760.431	B	Road	2	3366	4	3	medium	M	1	280	1
7905	Sao Tome and Principe	STP	7109779.451	C	Flight	9	5040	4	2	low	M	5	265	0
7906	Saudi Arabia	SAU	7118798.47	A	Ship	1	1916	5	3	low	F	3	177	1
7907	Senegal	SEN	7127817.49	F	Ship	12	1750	4	3	medium	F	2	176	1
7908	Serbia	SRB	7136836.51	A	Ship	7	1518	6	4	low	F	4	284	1
7909	Seychelles	SYC	7145855.529	B	Ship	4	5782	2	3	medium	M	4	238	1
7910	Sierra Leone	SLE	7154874.549	C	Ship	1	5361	4	3	low	F	2	156	0
7911	Singapore	SGP	7163893.568	D	Road	2	5013	5	3	low	F	1	180	1
7912	Slovakia	SVK	7172912.588	F	Ship	3	1696	6	5	low	M	2	300	0
7913	Slovenia	SVN	7181931.608	B	Flight	6	2206	5	3	medium	M	4	268	1
7914	Solomon Islands	SLB	7190950.627	A	Ship	56	2633	2	3	low	M	2	273	1
7915	Somalia	SOM	7199969.647	C	Flight	4	5908	5	5	low	F	5	235	1
7916	South Africa	ZAF	7208988.666	B	Road	1	2761	4	3	medium	F	4	227	1
7917	Spain	ESP	7218007.686	F	Ship	3	4968	2	4	low	F	4	169	1
7918	Sri Lanka	LKA	7227026.706	A	Flight	24	1304	4	3	low	F	3	171	1
7919	Sudan	SDN	7236045.725	C	Ship	6	5375	3	2	medium	F	5	256	0
7920	Suriname	SUR	7245064.745	A	Ship	6	1461	6	4	low	F	4	306	0
7921	Swaziland	SWZ	7254083.764	D	Ship	7	4145	3	3	high	M	2	211	1
7922	Sweden	SWE	7263102.784	F	Ship	1	1957	6	4	medium	F	5	257	1
7923	Switzerland	CHE	7272121.804	D	Road	2	4188	4	3	medium	M	1	258	0
7924	Syrian Arab Republic	SYR	7281140.823	D	Flight	2	5630	4	2	medium	M	1	256	0
7925	Taiwan	TWN	7290159.843	D	Ship	5	5782	4	3	medium	M	1	158	0
7926	Tajikistan	TJK	7299178.862	D	Road	10	1974	6	4	low	F	4	205	1
7927	Thailand	THA	7308197.882	B	Ship	9	1594	6	4	low	F	2	245	0
7928	Macedonia	MKD	7317216.902	F	Ship	2	1273	6	4	medium	F	5	294	1
7929	Timor-Leste	TLS	7326235.921	C	Ship	37	1990	3	3	medium	F	2	173	1
7930	Togo	TGO	7335254.941	F	Ship	9	5288	4	4	low	M	2	280	1
7931	Tonga	TON	7344273.96	B	Ship	6	5447	4	3	low	M	3	213	0
7932	Trinidad and Tobago	TTO	7353292.98	A	Ship	2	5865	4	5	medium	M	4	134	1
7933	Tunisia	TUN	7362312	A	Road	1	5779	3	2	high	F	1	209	1
7934	Turkey	TUR	7371331.019	D	Flight	4	5428	4	2	low	F	5	185	0
7935	Turkmenistan	TKM	7380350.039	A	Ship	4	4910	4	2	medium	M	5	175	1
7936	Turks and Caicos Islands	TCA	7389369.058	F	Flight	39	2197	3	2	low	F	5	186	1
7937	Tuvalu	TUV	7398388.078	F	Road	8	4562	3	10	low	M	4	284	1
7938	Uganda	UGA	7407407.098	D	Flight	2	1131	6	4	medium	F	1	260	0
7939	Ukraine	UKR	7416426.117	F	Road	3	4090	4	2	medium	M	2	262	1
7940	United Arab Emirates	ARE	7425445.137	D	Road	2	1893	6	4	low	M	5	253	1
7941	United Kingdom	GBR	7434464.156	C	Flight	7	4243	4	4	medium	F	5	263	1
7942	United Republic of Tanzania	TZA	7443483.176	C	Flight	36	2536	6	3	medium	F	1	281	1
7943	United States	USA	7452502.195	F	Ship	29	1934	3	2	low	M	5	150	1
7944	Uruguay	URY	7461521.215	D	Ship	5	4614	2	4	low	M	1	197	0
7945	Uzbekistan	UZB	7470540.235	C	Road	8	5001	2	4	medium	F	1	135	1
7946	Vanuatu	VUT	7479559.254	A	Flight	4	5775	2	3	low	M	5	271	0
7947	Venezuela	VEN	7488578.274	F	Ship	4	4785	3	4	low	F	1	189	0
7948	Viet Nam	VNM	7497597.293	D	Ship	2	1061	5	5	medium	F	2	268	1
7949	Wallis and Futuna Islands	WLF	7506616.313	F	Road	6	5854	2	3	low	F	2	150	1
7950	Western Sahara	ESH	7515635.333	A	Flight	9	5008	5	2	high	M	1	262	0
7951	Yemen	YEM	7524654.352	F	Road	58	1443	3	3	medium	M	4	163	1
7952	Zambia	ZMB	7533673.372	F	Road	25	3607	3	2	low	M	3	203	1
7953	Zimbabwe	ZWE	7542692.391	F	Ship	9	1205	3	2	low	F	5	250	0
7954	Afghanistan	AFG	7551711.411	D	Road	10	5225	5	2	low	F	2	168	1
7955	Albania	ALB	7560730.431	B	Ship	46	3206	2	3	high	M	1	192	1
7956	Algeria	DZA	7569749.45	A	Ship	5	5981	5	6	medium	F	2	171	1
7957	Andorra	AND	7578768.47	D	Ship	6	4575	3	8	medium	M	1	147	0
7958	Angola	AGO	7587787.489	B	Ship	9	5000	3	2	medium	F	5	141	0
7959	Anguilla	AIA	7596806.509	F	Ship	2	1521	5	5	medium	M	2	140	0
7960	Antarctica	ATA	7605825.529	F	Ship	56	3774	3	2	high	M	1	187	1
7961	Antigua and Barbuda	ATG	7614844.548	F	Ship	28	1968	2	3	low	M	2	158	1
7962	Argentina	ARG	7623863.568	D	Flight	4	1668	4	5	medium	F	4	257	0
7963	Armenia	ARM	7632882.587	F	Ship	22	3266	3	3	medium	M	1	181	1
7964	Aruba	ABW	7641901.607	F	Ship	6	4505	5	3	medium	M	1	263	1
7965	Australia	AUS	7650920.627	A	Road	7	3589	5	3	medium	M	3	236	1
7966	Austria	AUT	7659939.646	F	Ship	1	5953	5	3	medium	F	1	139	1
7967	Azerbaijan	AZE	7668958.666	D	Ship	57	1613	5	4	medium	M	4	163	1
7968	Bahamas	BHS	7677977.685	A	Flight	2	1494	6	5	low	M	2	293	0
7969	Bahrain	BHR	7686996.705	A	Ship	1	5011	5	3	low	F	4	171	0
7970	Bangladesh	BGD	7696015.725	A	Flight	10	1483	6	5	medium	M	3	283	0
7971	Barbados	BRB	7705034.744	F	Road	4	4094	4	6	low	F	2	162	0
7972	Belarus	BLR	7714053.764	F	Road	5	1408	3	3	low	M	4	164	1
7973	Belgium	BEL	7723072.783	C	Ship	10	5192	5	2	low	F	2	214	0
7974	Belize	BLZ	7732091.803	D	Ship	12	2154	3	3	low	F	2	273	1
7975	Benin	BEN	7741110.823	F	Ship	51	3551	3	3	low	F	1	202	1
7976	Bermuda	BMU	7750129.842	F	Ship	3	4811	2	3	medium	M	4	258	0
7977	Bhutan	BTN	7759148.862	F	Ship	4	5724	5	3	high	M	5	236	1
7978	Bolivia	BOL	7768167.881	A	Ship	46	1442	4	4	medium	F	4	140	1
7979	Bosnia and Herzegovina	BIH	7777186.901	B	Ship	32	1666	4	3	medium	M	1	147	1
7980	Botswana	BWA	7786205.921	D	Ship	1	5759	4	2	low	M	4	273	1
7981	Brazil	BRA	7795224.94	D	Ship	8	1301	6	4	low	F	4	300	1
7982	British Virgin Islands	VGB	7804243.96	F	Ship	7	5927	4	3	high	M	2	272	0
7983	Brunei Darussalam	BRN	7813262.979	F	Ship	45	1791	3	2	low	F	3	166	1
7984	Bulgaria	BGR	7822281.999	C	Ship	5	4735	4	3	high	M	5	165	0
7985	Burkina Faso	BFA	7831301.019	F	Flight	10	4921	4	3	medium	M	5	259	1
7986	Myanmar	MMR	7840320.038	D	Ship	7	5417	3	3	low	M	4	187	0
7987	Burundi	BDI	7849339.058	F	Ship	2	5132	5	3	low	M	2	201	1
7988	Cambodia	KHM	7858358.077	D	Road	42	1707	3	3	medium	F	3	172	1
7989	Cameroon	CMR	7867377.097	D	Ship	3	5113	5	2	medium	M	3	237	0
7990	Canada	CAN	7876396.117	D	Ship	10	5782	4	3	medium	M	3	227	1
7991	Cayman Islands	CYM	7885415.136	B	Ship	10	5536	3	7	medium	M	1	180	0
7992	Central African Republic	CAF	7894434.156	F	Ship	39	2139	3	2	low	F	2	232	1
7993	Chad	TCD	7903453.175	A	Flight	8	4650	3	3	medium	F	1	222	1
7994	Chile	CHL	7912472.195	C	Ship	54	1932	3	3	medium	F	2	134	1
7995	China	CHN	7921491.215	A	Flight	2	1073	7	4	medium	M	2	307	0
7996	Colombia	COL	7930510.234	F	Ship	10	4912	3	6	medium	M	1	251	0
7997	Comoros	COM	7939529.254	C	Flight	23	1691	5	7	medium	F	4	167	1
7998	Congo	COG	7948548.273	A	Ship	3	4496	6	4	medium	F	3	202	1
7999	Cook Islands	COK	7957567.293	D	Ship	4	5783	4	2	medium	M	1	248	0
8000	Costa Rica	CRI	7966586.313	A	Ship	3	1038	2	5	medium	M	1	181	0
8001	Cote d'Ivoire	CIV	7975605.332	D	Ship	8	5493	4	4	medium	F	4	169	0
